key,status,old_chars,new_chars,lang,model
muhamed_ccrs_2025,enriched,53,732,en,x-ai/grok-4-fast
shen_citelab_2025,enriched,45,587,en,x-ai/grok-4-fast
zeng_cite_2025,enriched,1,1162,en,x-ai/grok-4-fast
sharifymoghaddam_chatbot_2025,enriched,96,879,en,x-ai/grok-4-fast
tan_chatgpt_2025,enriched,6,1314,en,x-ai/grok-4-fast
baek_crafting_2025,enriched,64,1384,en,x-ai/grok-4-fast
li_commercial_2025,enriched,121,684,en,x-ai/grok-4-fast
kumari_can_2025,enriched,140,1047,en,x-ai/grok-4-fast
wilkerson_case_2025,enriched,0,941,en,x-ai/grok-4-fast
hedi_personalized_2025,enriched,184,1309,en,anthropic/claude-sonnet-4.5
gebelli_personalised_2025,enriched,45,1314,en,anthropic/claude-sonnet-4.5
zou_poisonedrag_2025,enriched,0,1468,en,anthropic/claude-sonnet-4.5
cohn_personalizing_2025,enriched,41,564,en,x-ai/grok-4-fast
finlayson_post-training_2025,enriched,71,803,en,x-ai/grok-4-fast
hu_position_2025,enriched,172,916,en,x-ai/grok-4-fast
hu_patchwork_2025,enriched,16,1152,en,x-ai/grok-4-fast
sun_pankb_2025,enriched,181,767,en,x-ai/grok-4-fast
basit_pennylang_2025,enriched,128,814,en,x-ai/grok-4-fast
wu_perspectives_2025,enriched,177,692,en,x-ai/grok-4-fast
yang_pseudo-knowledge_2025,enriched,1,1057,en,x-ai/grok-4-fast
noauthor_proceedings_2025,enriched,0,432,en,x-ai/grok-4-fast
noauthor_proceedings_2025-1,enriched,0,613,en,x-ai/grok-4-fast
noauthor_proceedings_2025-2,enriched,0,509,en,x-ai/grok-4-fast
wolfe_implications_2025,enriched,160,944,en,anthropic/claude-sonnet-4.5
jokinen_towards_2025,enriched,321,863,en,anthropic/claude-sonnet-4.5
das_two-layer_2025-1,enriched,74,1911,en,x-ai/grok-4-fast
leschanowsky_transparent_2025,enriched,9,811,en,x-ai/grok-4-fast
martinon_towards_2025,enriched,140,921,en,x-ai/grok-4-fast
dhole_retrieve_2025,enriched,82,1211,en,x-ai/grok-4-fast
ni_tp-rag_2025,enriched,179,803,en,x-ai/grok-4-fast
tas_turk-lettucedetect_2025,enriched,43,1013,en,x-ai/grok-4-fast
lesperance_taxonomic_2025,enriched,182,778,en,x-ai/grok-4-fast
krupp_talk2xopen-source_2025,enriched,26,541,en,x-ai/grok-4-fast
vungarala_tpu-gen_2025-1,enriched,47,985,en,x-ai/grok-4-fast
tang_lottery_2025,enriched,50,523,en,x-ai/grok-4-fast
yang_timerag_2025-1,enriched,101,1315,en,x-ai/grok-4-fast
zhou_efficiency_2025,enriched,131,1500,en,x-ai/grok-4-fast
sood_paradigm_2025,enriched,67,882,en,x-ai/grok-4-fast
adam_traceable_2025,enriched,1,1230,en,x-ai/grok-4-fast
sheng_talk2traffic_2025-1,enriched,103,1085,en,x-ai/grok-4-fast
kumar_tfhe-coder_2025,enriched,120,1156,en,x-ai/grok-4-fast
ma_role_2025,enriched,0,735,en,x-ai/grok-4-fast
huang_trust_2025,enriched,0,638,en,x-ai/grok-4-fast
sahitaj_towards_2025,enriched,0,456,en,x-ai/grok-4-fast
shastri_automating_2025,enriched,265,1243,en,anthropic/claude-sonnet-4.5
oche_systematic_2025,enriched,126,987,en,x-ai/grok-4-fast
chen_application_2025,enriched,174,1101,en,x-ai/grok-4-fast
zhang_survey_2025-3,enriched,185,863,en,x-ai/grok-4-fast
bingol_accuracy_2025,enriched,187,902,en,x-ai/grok-4-fast
voznyuk_advacheck_2025,enriched,58,516,en,x-ai/grok-4-fast
mei_survey_2025,enriched,57,988,en,x-ai/grok-4-fast
abootorabi_ask_2025,enriched,183,1172,en,x-ai/grok-4-fast
misrahi_adapting_2025,enriched,12,1194,en,x-ai/grok-4-fast
xie_rag-based_2025,enriched,97,749,en,x-ai/grok-4-fast
cossio_comprehensive_2025,enriched,69,1286,en,x-ai/grok-4-fast
kurland_augmenting_2025,enriched,151,1732,en,x-ai/grok-4-fast
wu_automated_2025,enriched,100,1529,en,x-ai/grok-4-fast
wu_addressing_2025,enriched,166,1261,en,x-ai/grok-4-fast
singh_advanced_2025,enriched,98,867,en,x-ai/grok-4-fast
li_survey_2025,enriched,5,1096,en,x-ai/grok-4-fast
tang_adapting_2025,enriched,48,562,en,x-ai/grok-4-fast
liu_application_2025,enriched,28,770,en,x-ai/grok-4-fast
zhang_ai-driven_2025,enriched,20,1345,en,x-ai/grok-4-fast
yang_agrigpt_2025,enriched,19,1088,en,x-ai/grok-4-fast
xu_align-grag_2025,enriched,15,910,en,x-ai/grok-4-fast
ilapaka_comprehensive_2025,enriched,170,1176,en,x-ai/grok-4-fast
ding_automatic_2025,enriched,15,889,en,x-ai/grok-4-fast
bazgir_agentichypothesis_2025,enriched,37,794,en,x-ai/grok-4-fast
zhao_smart_2025,enriched,150,1122,en,x-ai/grok-4-fast
devine_aloftrag_2025,enriched,175,1031,en,x-ai/grok-4-fast
li_review_2025,enriched,120,621,en,x-ai/grok-4-fast
shirdel_aprescot_2025,enriched,92,798,en,x-ai/grok-4-fast
anaroua_ai-driven_2025,enriched,80,917,en,x-ai/grok-4-fast
yue_survey_2025,enriched,184,561,en,x-ai/grok-4-fast
odubola_ai_2025,enriched,90,1200,en,x-ai/grok-4-fast
wan_aviationllm_2025,enriched,102,818,en,x-ai/grok-4-fast
kermani_systematic_2025,enriched,121,683,en,x-ai/grok-4-fast
liu_adaptive_2025,enriched,77,1386,en,x-ai/grok-4-fast
luo_agentauditor_2025,enriched,181,791,en,x-ai/grok-4-fast
chen_self-improving_2025,enriched,0,644,en,x-ai/grok-4-fast
ocker_grounded_2025,enriched,0,1351,en,x-ai/grok-4-fast
agrawal_algoace_2025,enriched,0,770,en,x-ai/grok-4-fast
leemann_auto-gda_2025,enriched,0,763,en,x-ai/grok-4-fast
chen_attention_2025,enriched,0,587,en,x-ai/grok-4-fast
firsanova_aggile_2025,enriched,0,211,en,x-ai/grok-4-fast
arnold_pilot_2025,enriched,0,175,en,x-ai/grok-4-fast
zhang_automatic_2025,enriched,0,603,en,x-ai/grok-4-fast
chen_decentralized_2024,enriched,310,1161,en,anthropic/claude-sonnet-4.5
prabhune_deploying_2024,enriched,91,799,en,x-ai/grok-4-fast
ke_development_2024,enriched,18,1074,en,x-ai/grok-4-fast
chang_detecting_2024,enriched,15,1080,en,x-ai/grok-4-fast
su_dragin_2024,enriched,110,1077,en,x-ai/grok-4-fast
khan_developing_2024,enriched,159,1227,en,x-ai/grok-4-fast
ni_diras_2024,enriched,188,1270,en,x-ai/grok-4-fast
arslan_driving_2024,enriched,10,1230,en,x-ai/grok-4-fast
jiao_duetrag_2024,enriched,14,1199,en,x-ai/grok-4-fast
barron_domain-specific_2024-1,enriched,39,890,en,x-ai/grok-4-fast
peng_data_2024,enriched,186,1244,en,x-ai/grok-4-fast
eghbali_-hallucinator_2024,enriched,185,836,en,x-ai/grok-4-fast
park_development_2024,enriched,0,1088,en,anthropic/claude-sonnet-4.5
ong_development_2024,enriched,176,1240,en,x-ai/grok-4-fast
cai_driving_2024,enriched,180,1181,en,x-ai/grok-4-fast
li_dmqr-rag_2024,enriched,13,1309,en,x-ai/grok-4-fast
werheid_designing_2024,enriched,9,1154,en,x-ai/grok-4-fast
huang_datagen_2024,enriched,119,732,en,x-ai/grok-4-fast
burgan_developing_2024,enriched,179,857,en,x-ai/grok-4-fast
chen_dynamic_2024,enriched,183,1036,en,x-ai/grok-4-fast
sharma_decoding_2024,enriched,136,1034,en,x-ai/grok-4-fast
bouvard_derby_2024,enriched,186,542,en,x-ai/grok-4-fast
rashid_monotonic_2020,enriched,27,1519,en,anthropic/claude-sonnet-4.5
zhou_malib_2023,enriched,272,1221,en,anthropic/claude-sonnet-4.5
narang_multiplayer_2023,enriched,215,1273,en,anthropic/claude-sonnet-4.5
saxena_minimizing_2023,enriched,26,461,en,x-ai/grok-4-fast
lan_warpdrive_2022,enriched,23,1425,en,anthropic/claude-sonnet-4.5
li_f2a2_2023,enriched,170,1153,en,anthropic/claude-sonnet-4.5
colverd_floodbrain_2023,enriched,93,885,en,x-ai/grok-4-fast
izacard_atlas_2023,enriched,94,1137,en,anthropic/claude-sonnet-4.5
rahman_general_2023,enriched,225,857,en,anthropic/claude-sonnet-4.5
saad-falcon_ares_2023,enriched,51,1178,en,x-ai/grok-4-fast
jeong_study_2023,enriched,1,1149,en,x-ai/grok-4-fast
smith_strategic_2023,enriched,42,1055,en,anthropic/claude-sonnet-4.5
wang_survey_2023,enriched,16,787,en,x-ai/grok-4-fast
asai_self-rag_2023-1,enriched,57,1019,en,x-ai/grok-4-fast
ornik_learning_2021,enriched,110,1316,en,anthropic/claude-sonnet-4.5
chavan_global-local_2025,enriched,76,1092,en,anthropic/claude-sonnet-4.5
barry_graphrag_2025,enriched,113,742,en,x-ai/grok-4-fast
zhu_graph-based_2025,enriched,187,798,en,x-ai/grok-4-fast
da_ge-chat_2025,enriched,48,1091,en,x-ai/grok-4-fast
filice_generating_2025,enriched,183,687,en,x-ai/grok-4-fast
filice_generating_2025-1,enriched,80,552,en,x-ai/grok-4-fast
patel_graph-enhanced_2025,enriched,175,1143,en,x-ai/grok-4-fast
mavromatis_gnn-rag_2025,enriched,115,567,en,x-ai/grok-4-fast
muller_grouse_2025,enriched,0,611,en,x-ai/grok-4-fast
cerqueira_grounded_2025,enriched,0,786,en,x-ai/grok-4-fast
cutler_stochastic_2024,enriched,79,1993,en,anthropic/claude-sonnet-4.5
martin_semantic_2024,enriched,149,954,en,x-ai/grok-4-fast
nguyen_sfr-rag_2024,enriched,8,1344,en,x-ai/grok-4-fast
joren_sufficient_2024,enriched,26,1278,en,x-ai/grok-4-fast
bora_systematic_2024-1,enriched,48,1559,en,x-ai/grok-4-fast
li_simple_2024,enriched,105,1147,en,x-ai/grok-4-fast
yu_simulated_2024,enriched,83,1414,en,x-ai/grok-4-fast
tang_symphony_2024,enriched,31,565,en,x-ai/grok-4-fast
ong_surgeryllm_2024,enriched,71,1600,en,x-ai/grok-4-fast
kortukov_studying_2024,enriched,63,1091,en,x-ai/grok-4-fast
saleh_sg-rag_2024,enriched,72,879,en,x-ai/grok-4-fast
arslan_sustainable_2024,enriched,105,1209,en,x-ai/grok-4-fast
iannelli_sla_2024,enriched,15,1227,en,x-ai/grok-4-fast
garigliotti_sdg_2024,enriched,187,1243,en,x-ai/grok-4-fast
liu_stall_2024,enriched,156,961,en,x-ai/grok-4-fast
fossi_swiftdossier_2024,enriched,148,1214,en,x-ai/grok-4-fast
arslan_sustainable_2024-1,enriched,105,1091,en,x-ai/grok-4-fast
kortukov_studying_2024-1,enriched,100,611,en,x-ai/grok-4-fast
li_seeing_2024,enriched,81,1112,en,x-ai/grok-4-fast
noauthor_sigir-ap_2024,enriched,0,821,en,x-ai/grok-4-fast
noauthor_sicsa-reallm_2024,enriched,0,627,en,x-ai/grok-4-fast
collado-montanez_separating_2024,enriched,0,524,en,x-ai/grok-4-fast
asai_self-rag_2024,enriched,0,961,en,x-ai/grok-4-fast
chalumeau_qdax_2024,enriched,189,1282,en,anthropic/claude-sonnet-4.5
raina_question-based_2024,enriched,156,1053,en,x-ai/grok-4-fast
beauchemin_quebec_2024,enriched,0,492,en,x-ai/grok-4-fast
hang_under-bagging_2022,enriched,13,1248,en,anthropic/claude-sonnet-4.5
patterson_generalized_2022,enriched,63,889,en,anthropic/claude-sonnet-4.5
zhang_global_2022,enriched,13,1616,en,anthropic/claude-sonnet-4.5
zhang_truncated_2022,enriched,252,926,en,anthropic/claude-sonnet-4.5
zhang_dynamic_2021,enriched,76,902,en,anthropic/claude-sonnet-4.5
henderson_towards_2020,enriched,278,79,en,x-ai/grok-4-fast
namer_what_2025,enriched,72,1245,en,anthropic/claude-sonnet-4.5
zeng_worse_2025,enriched,170,1170,en,x-ai/grok-4-fast
zou_weak--strong_2025,enriched,32,1125,en,x-ai/grok-4-fast
cohen_wixqa_2025,enriched,87,1282,en,x-ai/grok-4-fast
wang_what_2025-1,enriched,44,821,en,x-ai/grok-4-fast
zhang_wikigenbench_2025,enriched,0,811,en,x-ai/grok-4-fast
noauthor_workshop_2025,enriched,0,493,en,x-ai/grok-4-fast
noauthor_workshop_2025-1,enriched,0,465,en,x-ai/grok-4-fast
noauthor_ieee_nodate,enriched,0,1157,en,x-ai/grok-4-fast
farris_notitle_2025,enriched,197,857,en,x-ai/grok-4-fast
kimothi_notitle_2025,enriched,214,1003,en,x-ai/grok-4-fast
raieli_notitle_2025,enriched,55,975,en,x-ai/grok-4-fast
anthapu_notitle_2025,enriched,222,1066,en,x-ai/grok-4-fast
de_notitle_2025,enriched,29,954,en,x-ai/grok-4-fast
djoudi_notitle_2025,enriched,0,850,en,x-ai/grok-4-fast
borazio_notitle_2025,enriched,0,653,en,x-ai/grok-4-fast
kim_notitle_2025,enriched,0,540,en,x-ai/grok-4-fast
bourne_notitle_2024,enriched,498,1083,en,x-ai/grok-4-fast
bahree_notitle_2024,enriched,86,764,en,x-ai/grok-4-fast
bustos_notitle_2024,enriched,246,890,en,x-ai/grok-4-fast
palmer_notitle_2024,enriched,78,736,en,x-ai/grok-4-fast
antic_notitle_2024,enriched,53,671,en,x-ai/grok-4-fast
meyer_notitle_2024,enriched,99,867,en,x-ai/grok-4-fast
cummings_rag_2025,enriched,40,1446,en,anthropic/claude-sonnet-4.5
bergeret_retrievalx2010augmented_2025,enriched,11,700,en,x-ai/grok-4-fast
mortaheb_rag-check_2025-1,enriched,15,692,en,x-ai/grok-4-fast
wang_retrieval-augmented_2025-1,enriched,47,800,en,x-ai/grok-4-fast
sardana_real-time_2025,enriched,189,916,en,x-ai/grok-4-fast
gan_retrieval_2025,enriched,20,795,en,x-ai/grok-4-fast
yu_rag-kg-il_2025,enriched,125,1207,en,x-ai/grok-4-fast
xiao_retrieval-augmented_2025,enriched,19,735,en,x-ai/grok-4-fast
zheng_retrieval_2025,enriched,187,1102,en,x-ai/grok-4-fast
spielberger_retrieval_2025,enriched,184,633,en,x-ai/grok-4-fast
berman_retrieval_2025-1,enriched,21,1352,en,x-ai/grok-4-fast
zhu_radio_2025-1,enriched,180,936,en,x-ai/grok-4-fast
ren_retrieval-augmented_2025,enriched,180,2079,en,x-ai/grok-4-fast
akbar_retrieval_2025,enriched,79,945,en,x-ai/grok-4-fast
zhang_ratt_2025-1,enriched,63,1046,en,x-ai/grok-4-fast
hu_removal_2025,enriched,87,768,en,x-ai/grok-4-fast
pradhan_ragevalx_2025,enriched,165,1321,en,x-ai/grok-4-fast
mohsin_retrieval_2025-1,enriched,182,778,en,x-ai/grok-4-fast
li_r3-rag_2025,enriched,57,1261,en,x-ai/grok-4-fast
grislain_rag_2025-1,enriched,116,1017,en,x-ai/grok-4-fast
gan_rag-mcp_2025,enriched,15,1042,en,x-ai/grok-4-fast
mostafa_rag-enabled_2025,enriched,13,762,en,x-ai/grok-4-fast
tavasoli_responsible_2025,enriched,178,695,en,x-ai/grok-4-fast
pang_reconstruction_2025,enriched,19,692,en,x-ai/grok-4-fast
wang_richrag_2025,enriched,0,213,en,x-ai/grok-4-fast
tel_rag_2025,enriched,0,575,en,x-ai/grok-4-fast
sun_redeep_2025,enriched,0,860,en,x-ai/grok-4-fast
jiang_reasoning-enhanced_2025,enriched,0,744,en,x-ai/grok-4-fast
li_rag-ddr_2025,enriched,0,535,en,x-ai/grok-4-fast
malandri_re-fin_2025,enriched,0,571,en,x-ai/grok-4-fast
li_enhancing_2024-1,enriched,183,951,en,x-ai/grok-4-fast
lee_enhancing_2024-1,enriched,182,1134,en,x-ai/grok-4-fast
wang_evaluating_2024,enriched,118,1104,en,x-ai/grok-4-fast
da_evidencechat_2024,enriched,59,1247,en,x-ai/grok-4-fast
li_enhanced_2024,enriched,100,559,en,x-ai/grok-4-fast
gummadi_enhancing_2024-1,enriched,177,1243,en,x-ai/grok-4-fast
abolghasemi_evaluation_2024,enriched,18,1372,en,x-ai/grok-4-fast
pelletier_explainable_2024,enriched,124,988,en,x-ai/grok-4-fast
singhal_evidence-backed_2024,enriched,50,881,en,x-ai/grok-4-fast
zhang_enhancing_2024,enriched,137,697,en,x-ai/grok-4-fast
meduri_efficient_2024,enriched,47,1053,en,x-ai/grok-4-fast
huang_embedding-informed_2024,enriched,84,963,en,x-ai/grok-4-fast
darji_enhancing_2024-1,enriched,7,817,en,x-ai/grok-4-fast
alinejad_evaluating_2024,enriched,189,1046,en,x-ai/grok-4-fast
kim_enhancing_2024,enriched,178,851,en,x-ai/grok-4-fast
vidivelli_efficiency-driven_2024,enriched,190,1411,en,x-ai/grok-4-fast
gutu_exploring_2024,enriched,53,820,en,x-ai/grok-4-fast
church_emerging_2024-1,enriched,13,423,en,x-ai/grok-4-fast
khaled_evaluating_2024,enriched,179,754,en,x-ai/grok-4-fast
rackauckas_evaluating_2024,enriched,1,839,en,x-ai/grok-4-fast
saha_enhancing_2024,enriched,51,902,en,x-ai/grok-4-fast
chen_eyegpt_2024-1,enriched,45,1332,en,x-ai/grok-4-fast
xue_enhanced_2024,enriched,61,1121,en,x-ai/grok-4-fast
kieu_empowering_2024,enriched,171,1091,en,x-ai/grok-4-fast
hsu_evaluating_2024,enriched,156,1146,en,x-ai/grok-4-fast
nazar_enwar_2024,enriched,85,969,en,x-ai/grok-4-fast
roychowdhury_evaluation_2024,enriched,14,1111,en,x-ai/grok-4-fast
al-zuraiqi_evaluating_2024,enriched,50,1366,en,x-ai/grok-4-fast
gonzalez_exploring_2024,enriched,175,819,en,x-ai/grok-4-fast
zhu_emerge_2024-1,enriched,78,1151,en,x-ai/grok-4-fast
lee_evaluating_2024,enriched,153,1327,en,x-ai/grok-4-fast
jiang_efficient_2024,enriched,35,1077,en,x-ai/grok-4-fast
noauthor_emnlp_2024,enriched,0,212,en,x-ai/grok-4-fast
penzkofer_evaluating_2024,enriched,0,943,en,x-ai/grok-4-fast
oro_evaluating_2024,enriched,0,799,en,x-ai/grok-4-fast
kang_c-rag_2024,enriched,7,779,en,x-ai/grok-4-fast
yan_corrective_2024,enriched,154,529,en,x-ai/grok-4-fast
jang_calibrated_2024,enriched,186,1548,en,x-ai/grok-4-fast
addison_c-fedrag_2024,enriched,185,1063,en,x-ai/grok-4-fast
yang_crag-comprehensive_2024,enriched,162,1214,en,x-ai/grok-4-fast
chen_controlling_2024-1,enriched,191,754,en,x-ai/grok-4-fast
xu_crp-rag_2024,enriched,182,1118,en,x-ai/grok-4-fast
singh_chunkrag_2024,enriched,24,698,en,x-ai/grok-4-fast
baumann_combining_2024,enriched,28,715,en,x-ai/grok-4-fast
liu_ctrla_2024,enriched,47,1032,en,x-ai/grok-4-fast
roychowdhury_confusedpilot_2024,enriched,74,1226,en,x-ai/grok-4-fast
nikishina_creating_2024,enriched,22,994,en,x-ai/grok-4-fast
rouzrokh_conflare_2024,enriched,125,1085,en,x-ai/grok-4-fast
li_citation-enhanced_2024-1,enriched,9,675,en,x-ai/grok-4-fast
ayyamperumal_current_2024,enriched,184,1185,en,x-ai/grok-4-fast
dhole_conqret_2024,enriched,187,1279,en,x-ai/grok-4-fast
tsai_comparative_2024,enriched,29,1736,en,x-ai/grok-4-fast
tamanna_chatgpt_2024,enriched,23,1124,en,x-ai/grok-4-fast
sacoransky_chatgpt_2024,enriched,86,865,en,x-ai/grok-4-fast
shen_citekit_2024,enriched,45,644,en,x-ai/grok-4-fast
jiao_can_2024,enriched,178,1259,en,x-ai/grok-4-fast
liu_ctrla_2024-1,enriched,90,1022,en,x-ai/grok-4-fast
tan_chinese_2024,enriched,182,1262,en,x-ai/grok-4-fast
trofimova_coderefine_2024,enriched,108,1134,en,x-ai/grok-4-fast
he_chinese_2024,enriched,12,1157,en,x-ai/grok-4-fast
omar_chatgpt_2024,enriched,140,2109,en,x-ai/grok-4-fast
zhou_cogmg_2024,enriched,153,1084,en,x-ai/grok-4-fast
yin_chathpc_2024,enriched,33,866,en,x-ai/grok-4-fast
gregory_chatgpt_2024,enriched,120,1148,en,x-ai/grok-4-fast
chang_conversational_2024,enriched,97,960,en,x-ai/grok-4-fast
armant_can_2024,enriched,0,689,en,x-ai/grok-4-fast
anantha_context_2024,enriched,0,821,en,x-ai/grok-4-fast
kurniawan_cykg-rag_2024,enriched,0,735,en,x-ai/grok-4-fast
wu_clasheval_2024,enriched,0,680,en,x-ai/grok-4-fast
choi_combining_2024,enriched,0,1201,en,x-ai/grok-4-fast
niu_ragtruth_2023,enriched,196,678,en,x-ai/grok-4-fast
gao_retrieval-augmented_2023,enriched,1,1131,en,x-ai/grok-4-fast
bergvall_reducing_2023,enriched,19,941,en,x-ai/grok-4-fast
levonian_retrieval-augmented_2023,enriched,90,1100,en,x-ai/grok-4-fast
manathunga_retrieval_2023,enriched,172,1008,en,x-ai/grok-4-fast
ryu_retrieval-based_2023,enriched,63,801,en,x-ai/grok-4-fast
_rag_2023,enriched,49,310,ko,x-ai/grok-4-fast
su_implementing_2024,enriched,15,466,en,x-ai/grok-4-fast
chidipothu_improving_2024,enriched,75,616,en,x-ai/grok-4-fast
miao_integrating_2024-1,enriched,14,1491,en,x-ai/grok-4-fast
yu_defense_2024,enriched,188,956,en,x-ai/grok-4-fast
setty_improving_2024,enriched,77,1072,en,x-ai/grok-4-fast
perak_incorporating_2024,enriched,95,731,en,x-ai/grok-4-fast
alessio_improving_2024,enriched,61,1128,en,x-ai/grok-4-fast
pradeep_initial_2024,enriched,23,1151,en,x-ai/grok-4-fast
fang_ingest-and-ground_2024,enriched,54,1245,en,x-ai/grok-4-fast
wang_identifying_2024,enriched,188,1059,en,x-ai/grok-4-fast
rachha_incorporating_2024,enriched,192,1215,en,x-ai/grok-4-fast
han_improving_2024,enriched,0,993,en,x-ai/grok-4-fast
ozaki_understanding_2024,enriched,56,1113,en,x-ai/grok-4-fast
wang_unims-rag_2024,enriched,24,717,en,x-ai/grok-4-fast
pasquarelli__2024,enriched,10,1259,en,x-ai/grok-4-fast
nemeth_using_2024,enriched,105,923,en,x-ai/grok-4-fast
ogbo-gebhardt_using_2024,enriched,68,647,en,x-ai/grok-4-fast
wu_usable_2024,enriched,47,1068,en,x-ai/grok-4-fast
antico_unimib_2024,enriched,39,1258,en,x-ai/grok-4-fast
wu_unigen_2024,enriched,121,1353,en,x-ai/grok-4-fast
xian_understanding_2024,enriched,136,870,en,x-ai/grok-4-fast
cheng_unified_2024,enriched,15,945,en,x-ai/grok-4-fast
huang_understanding_2024,enriched,58,705,en,x-ai/grok-4-fast
siragusa_unipa-gpt_2024,enriched,0,769,en,x-ai/grok-4-fast
fore_unlearning_2024,enriched,0,959,en,x-ai/grok-4-fast
noauthor_uncertainlp_2024,enriched,0,935,en,x-ai/grok-4-fast
chow_unified_2024,enriched,0,476,en,x-ai/grok-4-fast
zhou_trustworthiness_2024,enriched,39,1308,en,x-ai/grok-4-fast
zimmerman_two-tiered_2024-1,enriched,18,1144,en,x-ai/grok-4-fast
pham_towards_2024,enriched,185,1141,en,x-ai/grok-4-fast
ma_think--graph_2024,enriched,151,961,en,x-ai/grok-4-fast
william_text_2024,enriched,49,1025,en,x-ai/grok-4-fast
fatehkia_t-rag_2024,enriched,55,1034,en,x-ai/grok-4-fast
su_towards_2024,enriched,180,750,en,x-ai/grok-4-fast
zhao_towards_2024,enriched,104,1031,en,x-ai/grok-4-fast
ridder_hallurag_2024,enriched,139,1799,en,x-ai/grok-4-fast
zhao_tcaf_2024,enriched,67,751,en,x-ai/grok-4-fast
jiang_tc-rag_2024,enriched,95,1350,en,x-ai/grok-4-fast
fazlija_toward_2024,enriched,181,1069,en,x-ai/grok-4-fast
yang_geometry_2024,enriched,55,1046,en,x-ai/grok-4-fast
habib_taxtajweez_2024,enriched,65,803,en,x-ai/grok-4-fast
finardi_chronicles_2024,enriched,138,767,en,x-ai/grok-4-fast
suresh_towards_2024-1,enriched,20,1048,en,x-ai/grok-4-fast
li_targeting_2024,enriched,1,994,en,x-ai/grok-4-fast
liang_thames_2024,enriched,25,1190,en,x-ai/grok-4-fast
abeysinghe_challenges_2024,enriched,125,1286,en,x-ai/grok-4-fast
leto_toward_2024,enriched,54,1454,en,x-ai/grok-4-fast
nikbakht_tspec-llm_2024,enriched,19,1412,en,x-ai/grok-4-fast
kashmira_tobugraph_2024,enriched,170,993,en,x-ai/grok-4-fast
anderson_design_2024,enriched,32,1003,en,x-ai/grok-4-fast
gong_potential_2024,enriched,183,423,en,x-ai/grok-4-fast
wu_thinking_2024,enriched,177,1100,en,x-ai/grok-4-fast
kim_thorr_2024,enriched,0,550,en,x-ai/grok-4-fast
zhang_trustworthy_2024,enriched,0,166,en,x-ai/grok-4-fast
ramoneda_role_2024,enriched,0,659,en,x-ai/grok-4-fast
wu_medical_2024,enriched,181,727,en,x-ai/grok-4-fast
song_measuring_2024,enriched,54,1128,en,x-ai/grok-4-fast
asbai_mitigating_2024,enriched,109,680,en,x-ai/grok-4-fast
agrawal_mindful-rag_2024-1,enriched,54,1380,en,x-ai/grok-4-fast
tang_multihop-rag_2024,enriched,39,948,en,x-ai/grok-4-fast
yu_multi-source_2024,enriched,185,1166,en,x-ai/grok-4-fast
qi_model_2024-1,enriched,20,922,en,x-ai/grok-4-fast
xiong_merging_2024,enriched,175,1543,en,x-ai/grok-4-fast
chang_main-rag_2024,enriched,70,1296,en,x-ai/grok-4-fast
wang_m-rag_2024,enriched,7,1316,en,x-ai/grok-4-fast
choi_malade_2024,enriched,187,1367,en,x-ai/grok-4-fast
kriman_measuring_2024,enriched,17,994,en,x-ai/grok-4-fast
amatriain_measuring_2024,enriched,90,723,en,x-ai/grok-4-fast
kimura_mapping_2024,enriched,141,1104,en,x-ai/grok-4-fast
penkov_mitigating_2024,enriched,70,466,en,x-ai/grok-4-fast
bei_manufacturing_2024-1,enriched,46,1130,en,x-ai/grok-4-fast
thakur_mirage-bench_2024,enriched,185,1138,en,x-ai/grok-4-fast
besta_multi-head_2024,enriched,192,1056,en,x-ai/grok-4-fast
gao_modular_2024,enriched,12,1253,en,x-ai/grok-4-fast
lu_multimodal_2024,enriched,142,1199,en,x-ai/grok-4-fast
noauthor_mai-xai24_2024,enriched,0,484,en,x-ai/grok-4-fast
nguyen_my_2024,enriched,0,662,en,x-ai/grok-4-fast
wu_multirag_2025-1,enriched,190,831,en,x-ai/grok-4-fast
sok_metarag_2025,enriched,101,802,en,x-ai/grok-4-fast
wu_medical_2025,enriched,181,569,en,x-ai/grok-4-fast
cerqueira_mapping_2025,enriched,17,791,en,x-ai/grok-4-fast
shi_mkrag_2025,enriched,71,1841,en,x-ai/grok-4-fast
zheng_miriad_2025,enriched,46,1138,en,x-ai/grok-4-fast
xu_mantra_2025,enriched,10,1177,en,x-ai/grok-4-fast
massenon__2025,enriched,109,1460,en,x-ai/grok-4-fast
lavrinovics_multihal_2025,enriched,115,984,en,x-ai/grok-4-fast
darwish_mitigating_2025,enriched,14,900,en,x-ai/grok-4-fast
he_multi-faceted_2025,enriched,183,652,en,x-ai/grok-4-fast
yang_multimodal_2025,enriched,19,828,en,x-ai/grok-4-fast
restrepo_multi-ophthalingua_2025,enriched,44,1182,en,x-ai/grok-4-fast
fatouros_marketsenseai_2025,enriched,136,937,en,x-ai/grok-4-fast
cao_multi-agent_2025,enriched,77,851,en,x-ai/grok-4-fast
chen_meet2mitigate_2025,enriched,17,1173,en,x-ai/grok-4-fast
tashkovska_memoire_2025,enriched,0,737,en,x-ai/grok-4-fast
song_measuring_2025,enriched,0,706,en,x-ai/grok-4-fast
hwang_retrieval-augmented_2024,enriched,80,906,en,x-ai/grok-4-fast
es_ragas_2024,enriched,60,1104,en,x-ai/grok-4-fast
zhao_retrieval_2024,enriched,105,1069,en,x-ai/grok-4-fast
