id	title	year	venue	language	RQs	relevance	score	decision	reason
xu_mantra_2025	Mantra: {Enhancing} automated method-level refactoring with contextual rag and multi-agent llm collaboration	2025	arXiv preprint arXiv:2503.14340		RQ3	Baja	1.0	Include	XAI/calibración
wang_retcare_2024	Retcare: {Towards} interpretable clinical decision making through llm-driven medical knowledge retrieval	2024	… Intelligence and Data …		RQ1	Baja	1.0	Include	Confianza/percepción
savage_large_2024	Large language model uncertainty measurement and calibration for medical diagnosis and treatment	2024	medRxiv		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
roychowdhury_evaluation_2024	Evaluation of rag metrics for question answering in the telecom domain	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ngom_mallet_2024	Mallet: {Sql} dialect translation with llm rule generation	2024	Proceedings of the Seventh International Workshop …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
peng_eloq_2025	Eloq: {Resources} for enhancing llm detection of out-of-scope questions	2025	Proceedings of the 48th …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
al-zuraiqi_evaluating_2024	Evaluating {Alignment} {Techniques} for {Enhancing} {LLM} {Performance} in a {Closed}-{Domain} {Application}: a {RAG} {Bench}-{Marking} {Study}	2024	2024 International Conference on …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
dehbozorgi_personalized_2024	Personalized pedagogy through a {LLM}-based recommender system	2024	International Conference on …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ding_automatic_2025	An automatic patent literature retrieval system based on {LLM}-{RAG}	2025	arXiv preprint arXiv:2508.14064			Excluir	0.0	Exclude	No trata RAG ni RQs
sanna_building_2024	Building certified medical chatbots: {Overcoming} unstructured data limitations with modular rag	2024	Proceedings of the …		RQ1	Baja	1.0	Include	Confianza/percepción
shen_citelab_2025	{CiteLab}: {Developing} and {Diagnosing} {LLM} {Citation} {Generation} {Workflows} via the {Human}-{LLM} {Interaction}	2025	Proceedings of the 63rd …		RQ3	Baja	1.0	Include	XAI/calibración
jiang_bi_2025	Bi'an: {A} {Bilingual} {Benchmark} and {Model} for {Hallucination} {Detection} in {Retrieval}-{Augmented} {Generation}	2025	arXiv preprint arXiv:2502.19209		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
wang_remflow_2025	{REMFLOW}: {RAG}-enhanced multi-factor rainfall flooding warning in sponge airports via large language model	2025	International Journal of Machine …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
posedaru_artificial_2024	Artificial intelligence text processing using retrieval-augmented generation: {Applications} in business and education fields	2024	Proceedings of the …		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
pondel_ai_2024	{AI} {Tools} for {Knowledge} {Management}–{Knowledge} {Base} {Creation} via {LLM} and {RAG} for {AI} {Assistant}	2024	… Conference on Artificial …			Excluir	0.0	Exclude	No trata RAG ni RQs
wu_usable_2024	Usable {XAI}: 10 strategies towards exploiting explainability in the {LLM} era	2024	arXiv preprint arXiv …		RQ2,RQ3	Baja	1.0	Include	Factualidad/alucinaciones y XAI/calibración
li_dmqr-rag_2024	Dmqr-rag: {Diverse} multi-query rewriting for rag	2024	arXiv preprint arXiv …		RQ3	Baja	1.0	Include	XAI/calibración
shen_citekit_2024	Citekit: {A} modular toolkit for large language model citation generation	2024	arXiv preprint arXiv:2408.04662		RQ3	Baja	1.0	Include	XAI/calibración
bao_faithbench_2024	Faithbench: {A} diverse hallucination benchmark for summarization by modern llms	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
antico_unimib_2024	Unimib {Assistant}: designing a student-friendly {RAG}-based chatbot for all their needs	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wu_unigen_2024	Unigen: {A} unified framework for textual dataset generation using large language models	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
galitsky_enhancing_2025	Enhancing {RAG} and {Knowledge} {Graphs} with {Discourse}	2025	Proceedings of the …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
kang_bim_2024	{BIM} knowledge expert agent research based on {LLM} and {RAG}	2024	Journal of KIBIM			Excluir	0.0	Maybe	Ambiguo sin abstract
tang_lottery_2025	The {Lottery} {LLM} {Hypothesis}, {Rethinking} {What} {Abilities} {Should} {LLM} {Compression} {Preserve}?	2025	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
li_efficient_2025	Efficient {Dynamic} {Clustering}-{Based} {Document} {Compression} for {Retrieval}-{Augmented}-{Generation}	2025	arXiv preprint arXiv:2504.03165			Excluir	0.0	Exclude	No trata RAG ni RQs
basaran_beyond_2025	Beyond traditional prognostics: integrating {RAG}-enhanced {AtlasGPT} and {ChatGPT} 4.0 into aneurysmal subarachnoid hemorrhage outcome prediction	2025	Neurosurgical …		RQ1	Baja	1.0	Include	Confianza/percepción
ping_hdlcore_2025	Hdlcore: {A} training-free framework for mitigating hallucinations in llm-generated hdl	2025	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bei_manufacturing_2024	Manufacturing domain qa with integrated term enhanced rag	2024	… Joint Conference on …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sanjani_performance_2025	Performance {Analysis} of {LLM} {Models} with {RAG} and {Fine}-{Tuning} {T5} for {Chatbot} {Optimization} in {Call} {Centers}	2025	2025 International …		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
bazgir_agentichypothesis_2025	Agentichypothesis: {A} survey on hypothesis generation using llm systems	2025	Towards Agentic AI for Science: Hypothesis …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
chavva_enhanced_2023	Enhanced {Hybrid} {RAG}-{LLM} {Architecture} for {Domain}-{Specific} {Cloud} {Infrastructure} {Management}: {Advancing} {Context}-{Aware} {Decision}-{Making} {Strategies}	2023	American Journal of AI \&Innovation			Excluir	0.0	Exclude	No trata RAG ni RQs
jin_orthodoc_2024	Orthodoc: {Multimodal} large language model for assisting diagnosis in computed tomography	2024	arXiv preprint arXiv:2409.09052		RQ1,RQ2	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones
kumari_innovative_2024	Innovative {Corporate} {Query} {Handling} with {Domain}-{Specific} {RAG}	2024	2024 OITS …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
martineau_what_2023	What is retrieval-augmented generation?	2023	IBM Research Blog		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
yang_timerag_2025	Timerag: {Boosting} llm time series forecasting via retrieval-augmented generation	2025	ICASSP 2025-2025 IEEE …			Excluir	0.0	Exclude	No trata RAG ni RQs
zhu_multimodal_2025	Multimodal large language model with knowledge retrieval using flowchart embedding for forming follow-up recommendations for pancreatic cystic lesions	2025	American Journal of …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
iranmanesh_llm-assisted_2025	{LLM}-assisted {Graph}-{RAG} {Information} {Extraction} from {IFC} {Data}	2025	arXiv preprint arXiv:2504.16813		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
xian_understanding_2024	Understanding {Data} {Poisoning} {Attacks} for {RAG}: {Insights} and {Algorithms}	2024	openreview.net		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
cremaschi_decoding_2025	Decoding the mind: {A} {RAG}-{LLM} on {ICD}-11 for decision support in psychology	2025	Expert Systems with …			Excluir	0.0	Exclude	No trata RAG ni RQs
sung_new_2024	A new pipeline for generating instruction dataset via {RAG} and self fine-tuning	2024	2024 IEEE 48th Annual Computers …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
dejean_let_2024	Let your {LLM} generate a few tokens and you will reduce the need for retrieval	2024	arXiv preprint arXiv:2412.11536			Excluir	0.0	Exclude	No trata RAG ni RQs
garza_privcomp-kg_2024	{PrivComp}-{KG}: {Leveraging} {KG} and {LLM} for {Compliance} {Verification}	2024	… Conference on Trust …			Excluir	0.0	Exclude	No trata RAG ni RQs
thakur_mirage-bench_2024	{MIRAGE}-bench: {Automatic} multilingual benchmark arena for retrieval-augmented generation systems	2024	arXiv preprint arXiv:2410.13716		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
massenon__2025	” {My} {AI} is {Lying} to {Me}”: {User}-reported {LLM} hallucinations in {AI} mobile apps reviews	2025	Scientific Reports		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ferrag_llm_2025	From llm reasoning to autonomous ai agents: {A} comprehensive review	2025	arXiv preprint arXiv:2504.19678		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
lavrinovics_multihal_2025	{MultiHal}: {Multilingual} {Dataset} for {Knowledge}-{Graph} {Grounded} {Evaluation} of {LLM} {Hallucinations}	2025	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
werheid_designing_2024	Designing an llm-based copilot for manufacturing equipment selection	2024	arXiv preprint arXiv …			Excluir	0.0	Exclude	No trata RAG ni RQs
alessio_improving_2024	Improving rag systems via sentence clustering and reordering	2024	CEUR WORKSHOP …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
cheng_unified_2024	Unified active retrieval for retrieval augmented generation	2024	arXiv preprint arXiv …			Excluir	0.0	Exclude	No trata RAG ni RQs
chen_each_2025	Each to their own: {Exploring} the optimal embedding in rag	2025	arXiv preprint arXiv:2507.17442			Excluir	0.0	Exclude	No trata RAG ni RQs
huang_datagen_2024	Datagen: {Unified} synthetic dataset generation via large language models	2024	The Thirteenth …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhou_efficiency_2025	The {Efficiency} vs. {Accuracy} {Trade}-off: {Optimizing} {RAG}-{Enhanced} {LLM} {Recommender} {Systems} {Using} {Multi}-{Head} {Early} {Exit}	2025	arXiv preprint arXiv …		RQ1,RQ2	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones
li_knowledge_2024	Knowledge graph-enhanced large language model for domain-specific question answering systems	2024	Authorea Preprints		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
besta_multi-head_2024	Multi-head rag: {Solving} multi-aspect problems with llms	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
kashmira_tobugraph_2024	{TOBUGraph}: {Knowledge} {Graph}-{Based} {Retrieval} for {Enhanced} {LLM} {Performance} {Beyond} {RAG}	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wang_financial_2025	Financial analysis: {Intelligent} financial data analysis system based on llm-rag	2025	arXiv preprint arXiv:2504.06279		RQ4	Baja	1.0	Include	Métricas/metodologías
wang_what_2025	"What are {Models} {Thinking} about? {Understanding} {Large} {Language} {Model} {Hallucinations}"" {Psychology}"" through {Model} {Inner} {State} {Analysis}"	2025	arXiv preprint arXiv:2502.13490		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
masoudifard_leveraging_2024	Leveraging graph-rag and prompt engineering to enhance llm-based automated requirement traceability and compliance checks	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sood_paradigm_2025	The {Paradigm} of {Hallucinations} in {AI}-driven cybersecurity systems: {Understanding} taxonomy, classification outcomes, and mitigations	2025	Computers and Electrical Engineering		RQ2	Baja	0.5	Include	Factualidad/alucinaciones
hong_innovative_2025	{INNOVATIVE} {APPLICATIONS} {OF} {RAG}-{ENHANCED} {SMALL} {LLM} {FOR} {CLOSED}-{DOMAIN} {Q}\&{A}	2025	International Journal of Innovative …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_cite_2025	Cite before you speak: {Enhancing} context-response grounding in e-commerce conversational llm-agents	2025	arXiv preprint arXiv …		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
fayyazi_llm_2025	{LLM} {Embedding}-based {Attribution} ({LEA}): {Quantifying} {Source} {Contributions} to {Generative} {Model}'s {Response} for {Vulnerability} {Analysis}	2025	arXiv preprint arXiv:2506.12100		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
shen_pentestagent_2025	Pentestagent: {Incorporating} llm agents to automated penetration testing	2025	Proceedings of the 20th …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
rezaei_at-rag_2024	At-rag: {An} adaptive rag model enhancing query efficiency with topic filtering and iterative reasoning	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
pradeep_initial_2024	Initial nugget evaluation results for the trec 2024 rag track with the autonuggetizer framework	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bianchini_enhancing_2024	Enhancing complex linguistic tasks resolution through fine-tuning llms, rag and knowledge graphs (short paper)	2024	International Conference …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
scire_truth_2025	Truth or {Mirage}? {Towards} {End}-{To}-{End} {Factuality} {Evaluation} with {LLM}-{Oasis}	2025	Computational …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
wang__2025	"From"" {Hallucination}"" to"" {Suture}"": {Insights} from {Language} {Philosophy} to {Enhance} {Large} {Language} {Models}"	2025	arXiv preprint arXiv:2503.14392		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
li_alleviating_2024	Alleviating action hallucination for llm-based embodied agents via inner and outer alignment	2024	2024 7th …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bui_cross-data_2024	Cross-data knowledge graph construction for {LLM}-enabled educational question-answering system: {A} case study at {HCMUT}	2024	Proceedings of the 1st …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
jeong_generative_2023	Generative {AI} service implementation using {LLM} application architecture: based on {RAG} model and {LangChain} framework	2023	Journal of Intelligence and Information …			Excluir	0.0	Maybe	Ambiguo sin abstract
junior_domain-driven_2024	Domain-driven {LLM} development: insights into rag and fine-tuning practices	2024	Proceedings of the 30th …		RQ4	Baja	1.0	Include	Métricas/metodologías
yao_elevating_2025	Elevating legal {LLM} responses: harnessing trainable logical structures and semantic knowledge with legal reasoning	2025	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
gonzalez_exploring_2024	Exploring augmentation and cognitive strategies for {AI} based synthetic personae	2024	arXiv preprint arXiv:2404.10890		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
shethiya_llm-powered_2023	{LLM}-{Powered} {Architectures}: {Designing} the {Next} {Generation} of {Intelligent} {Software} {Systems}	2023	Academia Nexus Journal		RQ3	Baja	1.0	Include	XAI/calibración
ayala_task_2025	Task {Decomposition} and {RAG} as {Design} {Patterns} for {LLM}-{Based} {Systems}	2025	2025 IEEE/ACM 4th International Conference on AI …			Excluir	0.0	Exclude	No trata RAG ni RQs
xiao_krail_2024	Krail: {A} knowledge-driven framework for base human reliability analysis integrating idheas and large language models	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
garigliotti_sdg_2024	{SDG} target detection in environmental reports using {Retrieval}-augmented {Generation} with {LLMs}	2024	Proceedings of the 1st Workshop on Natural …			Excluir	0.0	Exclude	No trata RAG ni RQs
savage_large_2025	Large language model uncertainty proxies: discrimination and calibration for medical diagnosis and treatment	2025	Journal of the …		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
lyu_retrieve-plan-generation_2024	Retrieve-plan-generation: {An} iterative planning and answering framework for knowledge-intensive llm generation	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhao_smart_2025	A smart multimodal healthcare copilot with powerful llm reasoning	2025	arXiv preprint arXiv:2506.02470		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
lu_scchat_2024	{scChat}: {A} large language model-powered co-pilot for contextualized single-cell {RNA} sequencing analysis	2024	bioRxiv		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
okutan_leveraging_2024	Leveraging {RAG}-{LLM} to {Translate} {C}++ to {Rust}	2024	… Conference on Assured …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhang_synthetic_2024	Synthetic {Knowledge} {Ingestion}: {Towards} {Knowledge} {Refinement} and {Injection} for {Enhancing} {Large} {Language} {Models}	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_rago_2025	Rago: {Systematic} performance optimization for retrieval-augmented generation serving	2025	Proceedings of the …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
devine_aloftrag_2025	{ALoFTRAG}: {Automatic} {Local} {Fine} {Tuning} for {Retrieval} {Augmented} {Generation}	2025	arXiv preprint arXiv:2501.11929		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
abshari_llm-assisted_2024	Llm-assisted physical invariant extraction for cyber-physical systems anomaly detection	2024	arXiv preprint arXiv:2411.10918		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wu_joint_2025	Joint modeling of intelligent retrieval-augmented generation in {LLM}-based knowledge fusion	2025	researchsquare.com			Excluir	0.0	Exclude	No trata RAG ni RQs
fang_ingest-and-ground_2024	Ingest-{And}-{Ground}: {Dispelling} {Hallucinations} from {Continually}-{Pretrained} {LLMs} with {RAG}	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wu_how_2024	How well do {LLMs} cite relevant medical references? {An} evaluation framework and analyses	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
anderson_design_2024	The design of an llm-powered unstructured analytics system	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
gao_modular_2024	Modular rag: {Transforming} rag systems into lego-like reconfigurable frameworks	2024	arXiv preprint arXiv:2407.21059		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
mohammadjafari_natural_2024	From natural language to sql: {Review} of llm-based text-to-sql systems	2024	arXiv preprint arXiv …		RQ1	Baja	1.0	Include	Confianza/percepción
li_review_2025	A review of prominent paradigms for llm-based agents: {Tool} use, planning (including rag), and feedback learning	2025	Proceedings of the 31st International Conference on …		RQ3	Baja	1.0	Include	XAI/calibración
akarajaradwong_nitibench_2025	Nitibench: {A} comprehensive study of llm framework capabilities for thai legal question answering	2025	arXiv preprint arXiv …		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
bergman_leveraging_2025	Leveraging {Approximate} {Caching} for {Faster} {Retrieval}-{Augmented} {Generation}	2025	Proceedings of the 5th …		RQ1	Baja	1.0	Include	Confianza/percepción
kadam_enhancing_2025	Enhancing {Comprehension} with {LLM}, {TTS}, and {RAG}: {Transcription} of {Text} into {Podcasts} and {Chatbots}	2025	… on Intelligent and …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
yamin_applications_2024	Applications of llms for generating cyber security exercise scenarios	2024	IEEE Access		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wu_leveraging_2025	Leveraging {FDA} labeling documents and large language model to enhance annotation, profiling, and classification of drug adverse events with {AskFDALabel}	2025	Drug Safety		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
kalyuzhnaya_llm_2025	{LLM} {Agents} for {Smart} {City} {Management}: {Enhancing} {Decision} {Support} {Through} {Multi}-{Agent} {AI} {Systems}.	2025	… Cities (2624-6511 …			Excluir	0.0	Exclude	No trata RAG ni RQs
jiao_can_2024	Can we trust embodied agents? exploring backdoor attacks against embodied {LLM}-based decision-making systems	2024	arXiv preprint arXiv …		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
ma_think--graph_2024-1	Think-on-graph 2.0: {Deep} and interpretable large language model reasoning with knowledge graph-guided retrieval	2024	arXiv e-prints		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
darwish_mitigating_2025	Mitigating {LLM} {Hallucinations} {Using} a {Multi}-{Agent} {Framework}	2025	Information		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
pattnayak_hybrid_2025	Hybrid ai for responsive multi-turn online conversations with novel dynamic routing and feedback adaptation	2025	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wilcock_new_2024	New technologies for spoken dialogue systems: {LLMs}, {RAG} and the {GenAI} {Stack}	2024	14th International Workshop on Spoken …			Excluir	0.0	Exclude	No trata RAG ni RQs
kaintura_orassistant_2024	{ORAssistant}: {A} {Custom} {RAG}-based {Conversational} {Assistant} for {OpenROAD}	2024	arXiv preprint arXiv:2410.03845		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
adam_traceable_2025	Traceable {LLM}-based validation of statements in knowledge graphs	2025	Information Processing \&Management			Excluir	0.0	Exclude	No trata RAG ni RQs
park_literature_2024	Literature review of {AI} hallucination research since the advent of {ChatGPT}: {Focusing} on papers from {arXiv}	2024	Informatization Policy		RQ2	Baja	0.5	Include	Factualidad/alucinaciones
yepes_financial_2024	Financial report chunking for effective retrieval augmented generation	2024	arXiv preprint arXiv …			Excluir	0.0	Exclude	No trata RAG ni RQs
mukherjee_llm-driven_2025	{LLM}-driven {Provenance} {Forensics} for {Threat} {Investigation} and {Detection}	2025	arXiv preprint arXiv:2508.21323		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
diaz-pace_helping_2024	Helping novice architects to make quality design decisions using an llm-based assistant	2024	European Conference on Software …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
christodoulou_nlpdame_2025	{NLPDame} at {EXIST}: sexism categorization in tweets via multi-head multi-task models, {LLM} \& {RAG} voting synergy	2025	Working Notes of CLEF		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
mavromatis_gnn-rag_2025	Gnn-rag: {Graph} neural retrieval for efficient large language model reasoning on knowledge graphs	2025	Findings of the Association for …			Excluir	0.0	Exclude	No trata RAG ni RQs
liu_ctrla_2024-1	Ctrla: {Adaptive} retrieval-augmented generation via probe-guided control	2024	arXiv e …		RQ1	Baja	1.0	Include	Confianza/percepción
chen_geofactory_2025	{GeoFactory}: an {LLM} performance enhancement framework for geoscience factual and inferential tasks	2025	Big Earth Data		RQ4	Baja	1.0	Include	Métricas/metodologías
zarza_optimized_2023	Optimized financial planning: integrating individual and cooperative budgeting models with {LLM} recommendations	2023	AI		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jiang_knowledge_2025	Knowledge assimilation: {Implementing} knowledge-guided agricultural large language model	2025	Knowledge-based …			Excluir	0.0	Exclude	No trata RAG ni RQs
rome__2024	""" {Ask} {Me} {Anything}"": {How} {Comcast} {Uses} {LLMs} to {Assist} {Agents} in {Real} {Time}"	2024	Proceedings of the 47th …		RQ3	Baja	1.0	Include	XAI/calibración
burgan_developing_2024	Developing a {Retrieval} {Augmented} {Generation} ({RAG}) {Chatbot} {App} {Using} {Adaptive} {Large} {Language} {Models} ({LLM}) and {LangChain} {Framework}	2024	… of the West Virginia Academy of Science		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
emonet_llm-based_2024	Llm-based sparql query generation from natural language over federated knowledge graphs	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
shethiya_architecting_2024	Architecting {Intelligent} {Systems}: {Opportunities} and {Challenges} of {Generative} {AI} and {LLM} {Integration}	2024	Academia Nexus Journal		RQ1	Baja	1.0	Include	Confianza/percepción
li_review_2024	A review of prominent paradigms for llm-based agents: {Tool} use (including rag), planning, and feedback learning	2024	arXiv preprint arXiv:2406.05804		RQ3	Baja	1.0	Include	XAI/calibración
liu_stall_2024	Stall+: {Boosting} llm-based repository-level code completion with static analysis	2024	arXiv preprint arXiv:2406.10018		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
tsai_rtlfixer_2024	Rtlfixer: {Automatically} fixing rtl syntax errors with large language model	2024	Proceedings of the 61st ACM/IEEE Design …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
jauhiainen_generative_2025	Generative {AI} in education: {ChatGPT}-4 in evaluating students' written responses	2025	Innovations in Education and …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
tarabanis_performance_2024	Performance of publicly available large language models on internal medicine board-style questions	2024	PLOS Digital …		RQ1,RQ2	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones
elsharef_facilitating_2024	Facilitating threat modeling by leveraging large language models	2024	Workshop on AI Systems with …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
tan_chinese_2024	Chinese safetyqa: {A} safety short-form factuality benchmark for large language models	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sharma_forensicllm_2025	{ForensicLLM}: {A} local large language model for digital forensics	2025	Forensic Science …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
trofimova_coderefine_2024	{CodeRefine}: {A} {Pipeline} for {Enhancing} {LLM}-{Generated} {Code} {Implementations} of {Research} {Papers}	2024	arXiv preprint arXiv:2408.13366		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wang_healthq_2025	Healthq: {Unveiling} questioning capabilities of llm chains in healthcare conversations	2025	Smart Health			Excluir	0.0	Exclude	No trata RAG ni RQs
goyal_hacking_2024	Hacking, the lazy way: {LLM} augmented pentesting	2024	arXiv preprint arXiv …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ryu_retrieval-based_2023	Retrieval-based evaluation for {LLMs}: a case study in {Korean} legal {QA}	2023	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
shirdel_aprescot_2025	{AprèsCoT}: {Explaining} {LLM} answers with knowledge graphs and chain of thought	2025	openproceedings.org		RQ3	Baja	1.0	Include	XAI/calibración
freire_knowledge_2024	Knowledge sharing in manufacturing using {LLM}-powered tools: user study and model benchmarking	2024	Frontiers in Artificial …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
hannah_legal_2025	On the legal implications of {Large} {Language} {Model} answers: {A} prompt engineering approach and a view beyond by exploiting {Knowledge} {Graphs}	2025	Journal of Web Semantics		RQ3	Baja	0.5	Include	XAI/calibración
he_chinese_2024	Chinese simpleqa: {A} chinese factuality evaluation for large language models	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jeong_study_2023	A study on the implementation of generative ai services using an enterprise data-based llm application architecture	2023	arXiv preprint arXiv:2309.01105		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bai_pistis-rag_2024	Pistis-{RAG}: {A} {Scalable} {Cascading} {Framework} {Towards} {Trustworthy} {Retrieval}-{Augmented} {Generation}	2024	arXiv e …		RQ1	Baja	1.0	Include	Confianza/percepción
he_multi-faceted_2025	Multi-{Faceted} {Studies} on {Data} {Poisoning} can {Advance} {LLM} {Development}	2025	arXiv preprint arXiv:2502.14182		RQ1	Baja	1.0	Include	Confianza/percepción
wang_bioinformatics_2024	Bioinformatics and biomedical informatics with {ChatGPT}: {Year} one review	2024	Quantitative Biology		RQ3	Baja	1.0	Include	XAI/calibración
einy_cost-effective_2024	Cost-{Effective} {LLM} {Utilization} for {Machine} {Learning} {Tasks} over {Tabular} {Data}	2024	… Understanding and Integration of Data for …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
